Extract_Date,Report_Period,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
"2018, April 18, Wednesday 03:12:41 PM","2012, August 01, Wednesday 12:00:00 AM",T6,Arrival,International,24298
"2018, April 18, Wednesday 03:12:41 PM","2014, July 01, Tuesday 12:00:00 AM",T7,Arrival,Domestic,309501
"2018, April 18, Wednesday 03:12:41 PM","2015, October 01, Thursday 12:00:00 AM",T7,Arrival,Domestic,275058
"2018, April 18, Wednesday 03:12:41 PM","2014, November 01, Saturday 12:00:00 AM",T4,Arrival,Domestic,333493
"2018, April 18, Wednesday 03:12:41 PM","2010, May 01, Saturday 12:00:00 AM",T2,Arrival,Domestic,16397
"2018, April 18, Wednesday 03:12:41 PM","2013, November 01, Friday 12:00:00 AM",T5,Arrival,Domestic,255045
"2019, March 14, Thursday 06:45:08 AM","2019, February 01, Friday 12:00:00 AM",T5,Arrival,Domestic,307999
"2018, April 18, Wednesday 03:12:41 PM","2015, July 01, Wednesday 12:00:00 AM",T8,Arrival,Domestic,218026
"2018, April 18, Wednesday 03:12:41 PM","2008, May 01, Thursday 12:00:00 AM",T4,Arrival,International,74953
"2018, April 18, Wednesday 03:12:41 PM","2018, January 01, Monday 12:00:00 AM",T6,Departure,Domestic,246790
"2018, April 18, Wednesday 03:12:41 PM","2018, February 01, Thursday 12:00:00 AM",T5,Arrival,International,9052
"2018, April 18, Wednesday 03:12:41 PM","2015, October 01, Thursday 12:00:00 AM",T5,Arrival,Domestic,362815
"2020, January 10, Friday 06:01:24 AM","2019, December 01, Sunday 12:00:00 AM",T7,Arrival,Domestic,341357
"2020, December 07, Monday 01:58:36 PM","2020, October 01, Thursday 12:00:00 AM",TBIT,Departure,Domestic,21791
"2018, April 18, Wednesday 03:12:41 PM","2017, May 01, Monday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,115727
"2018, April 18, Wednesday 03:12:41 PM","2010, June 01, Tuesday 12:00:00 AM",TBIT,Departure,International,364097
"2018, April 18, Wednesday 03:12:41 PM","2008, August 01, Friday 12:00:00 AM",T2,Arrival,Domestic,108212
"2018, April 18, Wednesday 03:12:41 PM","2008, July 01, Tuesday 12:00:00 AM",T2,Arrival,Domestic,120143
"2018, April 18, Wednesday 03:12:41 PM","2012, February 01, Wednesday 12:00:00 AM",T6,Arrival,Domestic,185108
"2018, April 18, Wednesday 03:12:41 PM","2010, December 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,6
"2019, March 22, Friday 10:49:20 AM","2018, January 01, Monday 12:00:00 AM",TBIT,Departure,International,651165
"2018, April 18, Wednesday 03:12:41 PM","2007, September 01, Saturday 12:00:00 AM",T4,Arrival,Domestic,381062
"2018, April 18, Wednesday 03:12:41 PM","2016, May 01, Sunday 12:00:00 AM",T5,Arrival,Domestic,408555
"2018, April 18, Wednesday 03:12:41 PM","2011, November 01, Tuesday 12:00:00 AM",TBIT,Departure,International,271004
"2018, April 18, Wednesday 03:12:41 PM","2017, May 01, Monday 12:00:00 AM",T7,Departure,Domestic,298138
"2018, April 18, Wednesday 03:12:41 PM","2012, December 01, Saturday 12:00:00 AM",T6,Departure,Domestic,304804
"2018, April 18, Wednesday 03:12:41 PM","2015, September 01, Tuesday 12:00:00 AM",T4,Arrival,Domestic,331976
"2018, October 29, Monday 10:20:51 AM","2018, September 01, Saturday 12:00:00 AM",T7,Arrival,International,59422
"2018, April 18, Wednesday 03:12:41 PM","2007, August 01, Wednesday 12:00:00 AM",T3,Arrival,Domestic,229337
"2018, April 18, Wednesday 03:12:41 PM","2016, February 01, Monday 12:00:00 AM",T5,Arrival,Domestic,313922
"2018, July 11, Wednesday 02:24:22 PM","2018, May 01, Tuesday 12:00:00 AM",T6,Departure,International,112079
"2018, April 18, Wednesday 03:12:41 PM","2007, August 01, Wednesday 12:00:00 AM",T6,Arrival,Domestic,258121
"2018, April 18, Wednesday 03:12:41 PM","2011, September 01, Thursday 12:00:00 AM",TBIT,Departure,Domestic,6839
"2018, April 18, Wednesday 03:12:41 PM","2013, June 01, Saturday 12:00:00 AM",T6,Arrival,International,48860
"2018, April 18, Wednesday 03:12:41 PM","2016, March 01, Tuesday 12:00:00 AM",T6,Departure,Domestic,319105
"2018, October 29, Monday 10:20:51 AM","2018, September 01, Saturday 12:00:00 AM",T8,Departure,Domestic,142263
"2018, April 18, Wednesday 03:12:41 PM","2017, June 01, Thursday 12:00:00 AM",TBIT,Arrival,Domestic,8433
"2018, April 18, Wednesday 03:12:41 PM","2013, February 01, Friday 12:00:00 AM",T3,Departure,International,15834
"2018, April 18, Wednesday 03:12:41 PM","2016, May 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,102776
"2018, April 18, Wednesday 03:12:41 PM","2007, December 01, Saturday 12:00:00 AM",T3,Departure,International,63263
"2019, January 30, Wednesday 07:34:09 AM","2018, November 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,118445
"2019, December 10, Tuesday 06:01:20 AM","2019, October 01, Tuesday 12:00:00 AM",T6,Departure,Domestic,232467
"2018, April 18, Wednesday 03:12:41 PM","2008, July 01, Tuesday 12:00:00 AM",T8,Arrival,International,5240
"2018, April 18, Wednesday 03:12:41 PM","2011, October 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,75
"2020, January 02, Thursday 10:43:42 AM","2019, November 01, Friday 12:00:00 AM",T8,Departure,Domestic,130261
"2018, April 18, Wednesday 03:12:41 PM","2007, June 01, Friday 12:00:00 AM",T5,Departure,International,50790
"2018, April 18, Wednesday 03:12:41 PM","2010, December 01, Wednesday 12:00:00 AM",T7,Departure,International,35337
"2018, April 18, Wednesday 03:12:41 PM","2017, March 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,4448
"2020, May 10, Sunday 06:01:34 AM","2020, April 01, Wednesday 12:00:00 AM",T4,Arrival,International,644
"2018, April 18, Wednesday 03:12:41 PM","2012, July 01, Sunday 12:00:00 AM",T7,Arrival,Domestic,150480
"2018, April 18, Wednesday 03:12:41 PM","2010, June 01, Tuesday 12:00:00 AM",T7,Arrival,International,26666
"2020, June 29, Monday 07:20:39 AM","2020, May 01, Friday 12:00:00 AM",T7,Arrival,Domestic,28189
"2018, April 18, Wednesday 03:12:41 PM","2009, August 01, Saturday 12:00:00 AM",T7,Arrival,Domestic,319834
"2018, April 18, Wednesday 03:12:41 PM","2006, September 01, Friday 12:00:00 AM",T8,Departure,Domestic,110864
"2019, November 26, Tuesday 01:26:41 PM","2019, October 01, Tuesday 12:00:00 AM",TBIT,Departure,International,711911
"2020, January 10, Friday 06:01:24 AM","2019, December 01, Sunday 12:00:00 AM",T3,Arrival,Domestic,292533
"2019, July 10, Wednesday 06:01:27 AM","2019, June 01, Saturday 12:00:00 AM",T7,Departure,International,47569
"2018, October 29, Monday 10:20:51 AM","2018, September 01, Saturday 12:00:00 AM",T4,Departure,Domestic,316955
"2018, April 18, Wednesday 03:12:41 PM","2009, July 01, Wednesday 12:00:00 AM",T5,Departure,International,42818
"2018, April 18, Wednesday 03:12:41 PM","2009, September 01, Tuesday 12:00:00 AM",T4,Arrival,Domestic,355401
"2018, April 18, Wednesday 03:12:41 PM","2017, August 01, Tuesday 12:00:00 AM",T6,Arrival,Domestic,289090
"2018, April 18, Wednesday 03:12:41 PM","2011, April 01, Friday 12:00:00 AM",T3,Arrival,Domestic,213650
"2018, April 18, Wednesday 03:12:41 PM","2016, July 01, Friday 12:00:00 AM",T6,Arrival,Domestic,374394
"2018, April 18, Wednesday 03:12:41 PM","2007, April 01, Sunday 12:00:00 AM",T4,Arrival,Domestic,416559
"2018, April 18, Wednesday 03:12:41 PM","2011, January 01, Saturday 12:00:00 AM",T8,Departure,Domestic,134002
"2019, June 24, Monday 01:17:06 PM","2019, May 01, Wednesday 12:00:00 AM",T3,Departure,Domestic,298801
"2018, April 18, Wednesday 03:12:41 PM","2014, April 01, Tuesday 12:00:00 AM",T5,Arrival,Domestic,333540
"2018, April 18, Wednesday 03:12:41 PM","2015, June 01, Monday 12:00:00 AM",T8,Arrival,International,4101
"2018, April 18, Wednesday 03:12:41 PM","2014, May 01, Thursday 12:00:00 AM",T2,Departure,International,199334
"2018, April 18, Wednesday 03:12:41 PM","2013, November 01, Friday 12:00:00 AM",T5,Departure,International,37063
"2020, April 08, Wednesday 09:58:08 AM","2020, February 01, Saturday 12:00:00 AM",T7,Arrival,International,54855
"2018, April 18, Wednesday 03:12:41 PM","2016, September 01, Thursday 12:00:00 AM",T6,Departure,International,41757
"2018, April 18, Wednesday 03:12:41 PM","2006, May 01, Monday 12:00:00 AM",T2,Departure,Domestic,102882
"2018, April 18, Wednesday 03:12:41 PM","2013, February 01, Friday 12:00:00 AM",T7,Arrival,Domestic,188383
"2018, April 18, Wednesday 03:12:41 PM","2007, July 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,14
"2018, April 18, Wednesday 03:12:41 PM","2012, October 01, Monday 12:00:00 AM",T3,Departure,International,21860
"2018, April 18, Wednesday 03:12:41 PM","2015, September 01, Tuesday 12:00:00 AM",T6,Arrival,International,1470
"2018, April 18, Wednesday 03:12:41 PM","2008, October 01, Wednesday 12:00:00 AM",T2,Arrival,International,144776
"2018, April 18, Wednesday 03:12:41 PM","2012, February 01, Wednesday 12:00:00 AM",T5,Arrival,Domestic,211510
"2018, April 18, Wednesday 03:12:41 PM","2014, August 01, Friday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,61579
"2018, April 18, Wednesday 03:12:41 PM","2017, October 01, Sunday 12:00:00 AM",T4,Arrival,International,47957
"2018, April 18, Wednesday 03:12:41 PM","2012, October 01, Monday 12:00:00 AM",T3,Departure,Domestic,163832
"2019, May 10, Friday 06:01:23 AM","2019, April 01, Monday 12:00:00 AM",T7,Arrival,International,71630
"2018, April 18, Wednesday 03:12:41 PM","2015, April 01, Wednesday 12:00:00 AM",T2,Departure,International,165997
"2018, April 18, Wednesday 03:12:41 PM","2017, July 01, Saturday 12:00:00 AM",T5,Departure,International,2257
"2018, April 18, Wednesday 03:12:41 PM","2018, March 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Departure,International,4597
"2018, April 18, Wednesday 03:12:41 PM","2010, August 01, Sunday 12:00:00 AM",T3,Arrival,International,20458
"2018, April 18, Wednesday 03:12:41 PM","2012, May 01, Tuesday 12:00:00 AM",T8,Arrival,Domestic,143433
"2018, April 18, Wednesday 03:12:41 PM","2009, September 01, Tuesday 12:00:00 AM",T6,Arrival,International,11125
"2018, April 18, Wednesday 03:12:41 PM","2013, May 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Departure,International,17
"2018, April 18, Wednesday 03:12:41 PM","2008, June 01, Sunday 12:00:00 AM",T4,Departure,Domestic,412649
"2021, March 10, Wednesday 06:01:08 AM","2021, February 01, Monday 12:00:00 AM",T1,Arrival,Domestic,78577
"2018, April 18, Wednesday 03:12:41 PM","2012, August 01, Wednesday 12:00:00 AM",T5,Arrival,International,40195
"2018, April 18, Wednesday 03:12:41 PM","2010, August 01, Sunday 12:00:00 AM",TBIT,Departure,International,339816
"2019, October 10, Thursday 06:01:25 AM","2019, September 01, Sunday 12:00:00 AM",TBIT,Arrival,Domestic,6323
"2018, April 18, Wednesday 03:12:41 PM","2014, June 01, Sunday 12:00:00 AM",T3,Departure,International,2931
"2018, April 18, Wednesday 03:12:41 PM","2009, April 01, Wednesday 12:00:00 AM",T4,Departure,International,36245
"2018, April 18, Wednesday 03:12:41 PM","2013, March 01, Friday 12:00:00 AM",TBIT,Arrival,Domestic,5987
"2018, April 18, Wednesday 03:12:41 PM","2011, June 01, Wednesday 12:00:00 AM",T6,Arrival,Domestic,246003
"2018, April 18, Wednesday 03:12:41 PM","2016, August 01, Monday 12:00:00 AM",T4,Departure,Domestic,379123
"2018, April 18, Wednesday 03:12:41 PM","2015, September 01, Tuesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,84179
"2019, August 23, Friday 03:41:00 PM","2019, July 01, Monday 12:00:00 AM",T5,Arrival,Domestic,504207
"2018, April 18, Wednesday 03:12:41 PM","2008, August 01, Friday 12:00:00 AM",T8,Departure,International,5721
"2020, January 02, Thursday 10:43:42 AM","2019, November 01, Friday 12:00:00 AM",TBIT,Arrival,International,641618
"2018, April 18, Wednesday 03:12:41 PM","2009, June 01, Monday 12:00:00 AM",T5,Arrival,Domestic,171589
"2018, April 18, Wednesday 03:12:41 PM","2015, June 01, Monday 12:00:00 AM",T6,Departure,Domestic,316362
"2018, April 18, Wednesday 03:12:41 PM","2015, June 01, Monday 12:00:00 AM",TBIT,Departure,International,523033
"2018, April 18, Wednesday 03:12:41 PM","2016, April 01, Friday 12:00:00 AM",TBIT,Arrival,International,527926
"2018, April 18, Wednesday 03:12:41 PM","2013, January 01, Tuesday 12:00:00 AM",T5,Departure,Domestic,235382
"2018, August 21, Tuesday 11:02:45 AM","2018, July 01, Sunday 12:00:00 AM",TBIT,Departure,International,798857
"2018, April 18, Wednesday 03:12:41 PM","2016, August 01, Monday 12:00:00 AM",T5,Arrival,Domestic,403073
"2018, April 18, Wednesday 03:12:41 PM","2009, May 01, Friday 12:00:00 AM",T2,Arrival,International,127298
"2018, April 18, Wednesday 03:12:41 PM","2014, April 01, Tuesday 12:00:00 AM",T2,Departure,International,178124
"2018, April 18, Wednesday 03:12:41 PM","2016, December 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,109614
"2018, April 18, Wednesday 03:12:41 PM","2014, October 01, Wednesday 12:00:00 AM",T5,Arrival,Domestic,334386
"2018, April 18, Wednesday 03:12:41 PM","2013, October 01, Tuesday 12:00:00 AM",T5,Arrival,International,30889
"2018, April 18, Wednesday 03:12:41 PM","2017, January 01, Sunday 12:00:00 AM",T4,Arrival,International,46133
"2018, April 18, Wednesday 03:12:41 PM","2006, March 01, Wednesday 12:00:00 AM",T6,Departure,Domestic,215690
"2018, April 18, Wednesday 03:12:41 PM","2014, January 01, Wednesday 12:00:00 AM",T5,Departure,Domestic,294466
"2018, April 18, Wednesday 03:12:41 PM","2015, July 01, Wednesday 12:00:00 AM",T7,Departure,International,46011
"2018, April 18, Wednesday 03:12:41 PM","2010, November 01, Monday 12:00:00 AM",T7,Departure,Domestic,236219
"2018, April 18, Wednesday 03:12:41 PM","2008, May 01, Thursday 12:00:00 AM",T3,Arrival,International,17356
"2018, April 18, Wednesday 03:12:41 PM","2015, December 01, Tuesday 12:00:00 AM",T6,Departure,International,57183
"2018, April 18, Wednesday 03:12:41 PM","2010, October 01, Friday 12:00:00 AM",T6,Departure,International,7812
"2018, April 18, Wednesday 03:12:41 PM","2014, November 01, Saturday 12:00:00 AM",T7,Departure,Domestic,297046
"2018, April 18, Wednesday 03:12:41 PM","2007, July 01, Sunday 12:00:00 AM",T4,Arrival,International,62076
"2019, April 29, Monday 01:10:30 PM","2019, March 01, Friday 12:00:00 AM",TBIT,Departure,Domestic,24976
"2018, April 18, Wednesday 03:12:41 PM","2017, March 01, Wednesday 12:00:00 AM",T8,Departure,International,8591
"2018, April 18, Wednesday 03:12:41 PM","2006, September 01, Friday 12:00:00 AM",T5,Arrival,Domestic,140796
"2018, April 18, Wednesday 03:12:41 PM","2010, February 01, Monday 12:00:00 AM",T5,Arrival,Domestic,177502
"2018, April 18, Wednesday 03:12:41 PM","2010, December 01, Wednesday 12:00:00 AM",T4,Departure,International,37015
"2020, April 08, Wednesday 09:58:08 AM","2020, March 01, Sunday 12:00:00 AM",T3,Arrival,Domestic,130674
"2018, April 18, Wednesday 03:12:41 PM","2009, July 01, Wednesday 12:00:00 AM",T6,Departure,International,15745
"2018, April 18, Wednesday 03:12:41 PM","2009, December 01, Tuesday 12:00:00 AM",T8,Departure,International,6853
"2018, April 18, Wednesday 03:12:41 PM","2008, April 01, Tuesday 12:00:00 AM",T6,Arrival,Domestic,218851
"2018, April 18, Wednesday 03:12:41 PM","2009, November 01, Sunday 12:00:00 AM",TBIT,Departure,Domestic,6145
"2018, April 18, Wednesday 03:12:41 PM","2008, January 01, Tuesday 12:00:00 AM",T4,Departure,Domestic,372797
"2018, April 18, Wednesday 03:12:41 PM","2016, February 01, Monday 12:00:00 AM",T3,Departure,International,1045
"2018, October 29, Monday 10:20:51 AM","2018, May 01, Tuesday 12:00:00 AM",TBIT,Arrival,International,745176
"2018, April 18, Wednesday 03:12:41 PM","2011, November 01, Tuesday 12:00:00 AM",T6,Arrival,Domestic,228019
"2018, April 18, Wednesday 03:12:41 PM","2016, August 01, Monday 12:00:00 AM",T8,Departure,Domestic,192860
"2018, August 10, Friday 06:01:24 AM","2018, July 01, Sunday 12:00:00 AM",TBIT,Arrival,Domestic,10000
"2018, April 18, Wednesday 03:12:41 PM","2010, July 01, Thursday 12:00:00 AM",T4,Departure,International,43492
"2018, April 18, Wednesday 03:12:41 PM","2011, February 01, Tuesday 12:00:00 AM",T5,Departure,Domestic,222136
"2018, April 18, Wednesday 03:12:41 PM","2014, June 01, Sunday 12:00:00 AM",T2,Arrival,International,191844
"2018, April 18, Wednesday 03:12:41 PM","2010, November 01, Monday 12:00:00 AM",T5,Arrival,Domestic,226401
"2018, April 18, Wednesday 03:12:41 PM","2010, September 01, Wednesday 12:00:00 AM",T7,Arrival,Domestic,230821
"2018, April 18, Wednesday 03:12:41 PM","2014, July 01, Tuesday 12:00:00 AM",T5,Arrival,Domestic,410742
"2018, April 18, Wednesday 03:12:41 PM","2015, March 01, Sunday 12:00:00 AM",T4,Departure,Domestic,376884
"2018, October 29, Monday 10:20:51 AM","2017, September 01, Friday 12:00:00 AM",TBIT,Arrival,International,740557
"2018, April 18, Wednesday 03:12:41 PM","2010, May 01, Saturday 12:00:00 AM",T1,Departure,Domestic,371162
"2018, April 18, Wednesday 03:12:41 PM","2017, October 01, Sunday 12:00:00 AM",T3,Arrival,International,3924
"2018, April 18, Wednesday 03:12:41 PM","2014, December 01, Monday 12:00:00 AM",T6,Arrival,Domestic,320796
"2018, April 18, Wednesday 03:12:41 PM","2010, November 01, Monday 12:00:00 AM",T2,Arrival,Domestic,22216
"2018, April 18, Wednesday 03:12:41 PM","2011, May 01, Sunday 12:00:00 AM",T5,Departure,Domestic,282546
"2021, January 10, Sunday 06:01:37 AM","2020, November 01, Sunday 12:00:00 AM",T7,Departure,International,15116
"2018, April 18, Wednesday 03:12:41 PM","2016, September 01, Thursday 12:00:00 AM",T5,Departure,International,56460
"2018, April 18, Wednesday 03:12:41 PM","2014, November 01, Saturday 12:00:00 AM",T4,Arrival,International,2609
"2018, April 18, Wednesday 03:12:41 PM","2006, November 01, Wednesday 12:00:00 AM",T2,Arrival,International,147574
"2018, April 18, Wednesday 03:12:41 PM","2017, April 01, Saturday 12:00:00 AM",T1,Departure,Domestic,409315
"2018, April 18, Wednesday 03:12:41 PM","2006, January 01, Sunday 12:00:00 AM",TBIT,Departure,International,361082
"2018, April 18, Wednesday 03:12:41 PM","2017, December 01, Friday 12:00:00 AM",T4,Departure,International,82261
"2018, April 18, Wednesday 03:12:41 PM","2014, March 01, Saturday 12:00:00 AM",T8,Departure,International,6608
"2018, April 18, Wednesday 03:12:41 PM","2013, May 01, Wednesday 12:00:00 AM",T3,Departure,International,19567
"2018, April 18, Wednesday 03:12:41 PM","2006, June 01, Thursday 12:00:00 AM",T8,Departure,Domestic,115685
"2018, April 18, Wednesday 03:12:41 PM","2014, April 01, Tuesday 12:00:00 AM",T3,Departure,Domestic,317569
"2018, April 18, Wednesday 03:12:41 PM","2011, November 01, Tuesday 12:00:00 AM",T4,Arrival,International,14452
"2019, September 27, Friday 07:57:24 AM","2019, August 01, Thursday 12:00:00 AM",T3,Departure,International,53986
"2018, April 18, Wednesday 03:12:41 PM","2017, February 01, Wednesday 12:00:00 AM",T7,Arrival,Domestic,224868
"2020, April 29, Wednesday 07:14:24 AM","2020, March 01, Sunday 12:00:00 AM",T6,Departure,International,57091
"2018, April 18, Wednesday 03:12:41 PM","2013, June 01, Saturday 12:00:00 AM",T8,Arrival,International,2761
