DataExtractDate,ReportPeriod,Arrival_Departure,Domestic_International,CargoType,AirCargoTons
04/18/2018 03:12:41 PM,Oct 2012,Departure,International,Freight,39897
04/01/2021 09:37:48 AM,Feb 2021,Arrival,Domestic,Mail,3395
04/18/2018 03:12:41 PM,Jun 2006,Arrival,Domestic,Freight,39164
04/18/2018 03:12:41 PM,Sep 2007,Arrival,Domestic,Mail,1647
04/18/2018 03:12:41 PM,Jan 2007,Arrival,Domestic,Freight,36417
11/26/2019 01:26:41 PM,Oct 2019,Departure,International,Freight,49797
04/18/2018 03:12:41 PM,Apr 2009,Arrival,International,Freight,39054
04/18/2018 03:12:41 PM,Jun 2007,Arrival,International,Mail,680
05/23/2018 07:44:39 AM,Apr 2018,Arrival,International,Mail,1904
04/18/2018 03:12:41 PM,Oct 2010,Departure,Domestic,Freight,34559
04/18/2018 03:12:41 PM,Jul 2011,Arrival,Domestic,Mail,1286
04/18/2018 03:12:41 PM,Jan 2014,Arrival,International,Mail,796
07/26/2019 08:10:48 AM,Jun 2019,Departure,International,Freight,49738
04/18/2018 03:12:41 PM,Aug 2014,Arrival,International,Freight,53194
04/18/2018 03:12:41 PM,May 2006,Arrival,Domestic,Mail,2217
04/18/2018 03:12:41 PM,Mar 2017,Departure,Domestic,Mail,3193
04/18/2018 03:12:41 PM,Feb 2012,Departure,International,Mail,1655
04/18/2018 03:12:41 PM,Mar 2007,Arrival,Domestic,Mail,1870
04/18/2018 03:12:41 PM,Aug 2015,Arrival,Domestic,Mail,2511
04/18/2018 03:12:41 PM,Nov 2014,Arrival,Domestic,Freight,32704
04/18/2018 03:12:41 PM,Oct 2016,Departure,International,Freight,50197
04/18/2018 03:12:41 PM,Jan 2013,Arrival,International,Freight,42331
04/18/2018 03:12:41 PM,Jun 2008,Departure,International,Mail,1186
04/18/2018 03:12:41 PM,Oct 2013,Departure,Domestic,Mail,2168
08/23/2019 03:41:00 PM,Jul 2019,Departure,Domestic,Mail,4484
06/24/2019 01:17:06 PM,May 2019,Arrival,Domestic,Mail,3163
03/14/2019 06:45:08 AM,Feb 2019,Arrival,Domestic,Mail,3514
02/02/2021 08:17:02 AM,Nov 2020,Departure,International,Freight,56158
04/18/2018 03:12:41 PM,Jan 2007,Arrival,International,Freight,48033
04/18/2018 03:12:41 PM,Apr 2008,Arrival,International,Mail,674
04/18/2018 03:12:41 PM,Jan 2009,Arrival,International,Mail,697
04/18/2018 03:12:41 PM,Oct 2006,Arrival,Domestic,Mail,1981
04/18/2018 03:12:41 PM,Mar 2013,Departure,International,Freight,42541
05/28/2019 06:24:45 AM,Apr 2019,Departure,Domestic,Freight,35722
08/03/2020 07:35:04 AM,Jun 2020,Arrival,International,Mail,1299
04/18/2018 03:12:41 PM,Jul 2006,Departure,Domestic,Mail,1696
04/18/2018 03:12:41 PM,Mar 2011,Departure,Domestic,Freight,33516
04/18/2018 03:12:41 PM,Jan 2014,Arrival,Domestic,Mail,1932
03/03/2021 10:48:12 AM,Jan 2021,Departure,International,Mail,600
08/10/2018 06:01:24 AM,Jun 2018,Departure,International,Freight,55694
04/18/2018 03:12:41 PM,Jul 2014,Arrival,Domestic,Freight,30634
04/18/2018 03:12:41 PM,Nov 2006,Departure,International,Mail,2810
07/11/2018 02:24:22 PM,May 2018,Arrival,Domestic,Mail,2616
04/18/2018 03:12:41 PM,Oct 2011,Departure,Domestic,Mail,2579
04/18/2018 03:12:41 PM,Nov 2013,Arrival,Domestic,Mail,2006
04/18/2018 03:12:41 PM,Jun 2017,Arrival,International,Mail,1530
04/18/2018 03:12:41 PM,Jul 2015,Departure,Domestic,Mail,2710
04/18/2018 03:12:41 PM,Jul 2016,Arrival,Domestic,Freight,29580
04/18/2018 03:12:41 PM,Jun 2014,Departure,Domestic,Freight,33632
04/18/2018 03:12:41 PM,Jan 2015,Departure,International,Mail,1248
04/18/2018 03:12:41 PM,Mar 2014,Arrival,International,Mail,756
03/03/2021 10:48:12 AM,Jan 2021,Arrival,Domestic,Freight,38630
04/18/2018 03:12:41 PM,Oct 2009,Departure,International,Freight,32434
04/18/2018 03:12:41 PM,Mar 2015,Departure,Domestic,Mail,2573
04/18/2018 03:12:41 PM,Apr 2011,Departure,International,Mail,1862
04/18/2018 03:12:41 PM,Jul 2011,Departure,Domestic,Mail,2102
04/18/2018 03:12:41 PM,Aug 2015,Departure,International,Freight,43492
04/18/2018 03:12:41 PM,Apr 2012,Departure,Domestic,Mail,2545
04/18/2018 03:12:41 PM,Jul 2008,Departure,Domestic,Mail,2184
04/18/2018 03:12:41 PM,Oct 2007,Departure,Domestic,Freight,37887
04/18/2018 03:12:41 PM,Mar 2008,Departure,Domestic,Freight,35055
04/18/2018 03:12:41 PM,Nov 2012,Departure,Domestic,Freight,34907
04/18/2018 03:12:41 PM,Jan 2011,Arrival,International,Freight,43452
04/18/2018 03:12:41 PM,Oct 2014,Departure,International,Mail,1347
04/29/2019 01:10:30 PM,Nov 2017,Arrival,International,Freight,78753
12/26/2018 06:52:40 AM,Nov 2018,Arrival,Domestic,Mail,2726
04/18/2018 03:12:41 PM,May 2014,Arrival,International,Freight,56207
08/27/2020 07:15:54 AM,Jul 2020,Departure,Domestic,Freight,36121
06/24/2019 01:17:06 PM,May 2019,Arrival,International,Freight,73469
06/24/2019 01:17:06 PM,May 2019,Departure,Domestic,Mail,3962
04/18/2018 03:12:41 PM,Sep 2011,Arrival,International,Mail,555
04/18/2018 03:12:41 PM,May 2009,Departure,Domestic,Freight,29818
11/25/2018 11:40:39 AM,Oct 2018,Departure,Domestic,Freight,40902
04/18/2018 03:12:41 PM,Apr 2014,Arrival,Domestic,Freight,29398
04/08/2020 09:58:08 AM,Feb 2020,Arrival,Domestic,Freight,20640
04/18/2018 03:12:41 PM,Jan 2011,Departure,International,Mail,1917
10/27/2020 08:53:01 AM,Aug 2020,Departure,Domestic,Freight,33822
04/29/2019 01:10:30 PM,Aug 2017,Departure,International,Freight,50895
04/18/2018 03:12:41 PM,Dec 2009,Arrival,Domestic,Mail,1793
04/18/2018 03:12:41 PM,Sep 2015,Departure,International,Mail,1131
01/10/2021 06:01:37 AM,Oct 2020,Departure,International,Mail,496
04/10/2019 06:01:25 AM,Mar 2019,Departure,Domestic,Mail,5075
04/18/2018 03:12:41 PM,Dec 2013,Departure,International,Mail,1597
04/18/2018 03:12:41 PM,Jun 2012,Departure,Domestic,Freight,34248
04/18/2018 03:12:41 PM,Jan 2016,Arrival,International,Mail,1429
04/18/2018 03:12:41 PM,Mar 2009,Arrival,Domestic,Mail,1219
04/18/2018 03:12:41 PM,Oct 2014,Arrival,International,Freight,61391
04/18/2018 03:12:41 PM,Jul 2008,Arrival,International,Mail,664
04/18/2018 03:12:41 PM,Apr 2006,Arrival,International,Mail,547
01/22/2020 06:57:11 AM,Dec 2019,Arrival,International,Mail,1735
04/18/2018 03:12:41 PM,Sep 2015,Departure,Domestic,Freight,37460
04/18/2018 03:12:41 PM,Mar 2017,Arrival,Domestic,Mail,2953
04/18/2018 03:12:41 PM,Jun 2015,Arrival,Domestic,Mail,2391
04/18/2018 03:12:41 PM,Dec 2015,Departure,Domestic,Mail,5603
04/18/2018 03:12:41 PM,Oct 2009,Arrival,International,Freight,55881
04/18/2018 03:12:41 PM,Nov 2010,Departure,Domestic,Mail,2693
04/18/2018 03:12:41 PM,Oct 2008,Arrival,Domestic,Freight,29722
04/18/2018 03:12:41 PM,Sep 2014,Departure,International,Mail,1106
04/18/2018 03:12:41 PM,Aug 2006,Departure,International,Freight,38239
04/18/2018 03:12:41 PM,Dec 2007,Arrival,Domestic,Freight,35393
04/18/2018 03:12:41 PM,Aug 2014,Arrival,International,Mail,774
08/23/2019 03:41:00 PM,Jul 2019,Arrival,Domestic,Freight,28553
04/18/2018 03:12:41 PM,Mar 2018,Departure,Domestic,Freight,39036
04/18/2018 03:12:41 PM,Apr 2007,Departure,Domestic,Mail,2111
05/28/2019 06:24:45 AM,Apr 2019,Departure,International,Mail,766
04/18/2018 03:12:41 PM,Dec 2009,Departure,Domestic,Freight,36207
04/29/2020 07:14:24 AM,Mar 2020,Arrival,Domestic,Freight,30218
04/18/2018 03:12:41 PM,Nov 2016,Arrival,International,Mail,1539
04/18/2018 03:12:41 PM,Aug 2012,Departure,Domestic,Freight,32810
04/18/2018 03:12:41 PM,Mar 2008,Arrival,International,Mail,707
04/18/2018 03:12:41 PM,Feb 2014,Arrival,International,Freight,34457
04/18/2018 03:12:41 PM,Nov 2013,Arrival,International,Freight,53653
04/29/2019 01:10:30 PM,Aug 2017,Arrival,International,Freight,74421
03/14/2019 06:45:08 AM,Feb 2019,Departure,Domestic,Mail,4860
04/18/2018 03:12:41 PM,Apr 2006,Departure,Domestic,Mail,2279
04/18/2018 03:12:41 PM,Apr 2008,Arrival,International,Freight,50366
09/28/2020 04:07:45 PM,Aug 2020,Arrival,International,Mail,781
04/18/2018 03:12:41 PM,Aug 2009,Departure,International,Freight,33470
04/18/2018 03:12:41 PM,Dec 2012,Departure,International,Freight,38981
03/03/2021 10:48:12 AM,Jan 2021,Departure,International,Freight,52120
04/18/2018 03:12:41 PM,May 2007,Arrival,International,Freight,50632
04/18/2018 03:12:41 PM,Feb 2012,Arrival,International,Mail,514
04/18/2018 03:12:41 PM,Aug 2016,Departure,Domestic,Mail,2808
04/18/2018 03:12:41 PM,Mar 2010,Departure,Domestic,Mail,2245
04/18/2018 03:12:41 PM,Aug 2009,Arrival,International,Mail,548
04/18/2018 03:12:41 PM,Mar 2006,Arrival,Domestic,Mail,2659
04/18/2018 03:12:41 PM,Mar 2008,Departure,Domestic,Mail,2207
04/18/2018 03:12:41 PM,Feb 2017,Departure,International,Freight,45020
04/18/2018 03:12:41 PM,Sep 2009,Departure,Domestic,Freight,30561
04/18/2018 03:12:41 PM,Nov 2014,Departure,International,Mail,1457
04/18/2018 03:12:41 PM,Jul 2015,Arrival,Domestic,Mail,2520
04/18/2018 03:12:41 PM,Jul 2011,Arrival,International,Freight,48674
04/18/2018 03:12:41 PM,Oct 2010,Departure,International,Freight,42190
04/18/2018 03:12:41 PM,Aug 2014,Arrival,Domestic,Mail,1904
04/18/2018 03:12:41 PM,Jul 2007,Arrival,Domestic,Mail,913
04/18/2018 03:12:41 PM,Nov 2013,Arrival,International,Mail,951
04/18/2018 03:12:41 PM,Jan 2008,Arrival,Domestic,Mail,1761
12/07/2020 01:58:36 PM,Oct 2020,Departure,International,Freight,56675
04/18/2018 03:12:41 PM,Apr 2011,Arrival,International,Freight,51792
04/18/2018 03:12:41 PM,Jun 2015,Departure,International,Freight,47702
10/29/2018 10:20:51 AM,Sep 2018,Arrival,Domestic,Mail,2528
09/28/2020 04:07:45 PM,Aug 2020,Departure,International,Mail,341
04/18/2018 03:12:41 PM,Jun 2011,Arrival,Domestic,Freight,29410
04/18/2018 03:12:41 PM,Jan 2011,Arrival,International,Mail,510
04/18/2018 03:12:41 PM,Aug 2017,Arrival,Domestic,Freight,32515
04/18/2018 03:12:41 PM,Jul 2006,Arrival,Domestic,Mail,1761
04/18/2018 03:12:41 PM,Jun 2013,Departure,Domestic,Mail,1796
04/18/2018 03:12:41 PM,Aug 2008,Departure,Domestic,Mail,2111
04/18/2018 03:12:41 PM,Oct 2009,Arrival,International,Mail,728
09/27/2019 07:57:24 AM,Aug 2019,Departure,Domestic,Freight,34327
04/18/2018 03:12:41 PM,Mar 2014,Departure,Domestic,Mail,2250
04/18/2018 03:12:41 PM,Sep 2011,Arrival,Domestic,Freight,29192
04/18/2018 03:12:41 PM,Oct 2013,Departure,International,Mail,1392
04/18/2018 03:12:41 PM,Sep 2017,Arrival,Domestic,Freight,32683
04/18/2018 03:12:41 PM,Mar 2015,Arrival,Domestic,Freight,31646
04/18/2018 03:12:41 PM,Nov 2012,Departure,International,Mail,1831
04/18/2018 03:12:41 PM,May 2011,Arrival,Domestic,Freight,28741
04/18/2018 03:12:41 PM,Jul 2009,Departure,Domestic,Freight,30568
04/18/2018 03:12:41 PM,Mar 2017,Arrival,International,Mail,1793
04/18/2018 03:12:41 PM,Nov 2011,Arrival,International,Freight,51700
04/18/2018 03:12:41 PM,Mar 2006,Departure,International,Freight,35170
04/18/2018 03:12:41 PM,Aug 2009,Arrival,Domestic,Freight,28796
04/18/2018 03:12:41 PM,Feb 2015,Departure,International,Mail,1065
04/18/2018 03:12:41 PM,Mar 2013,Arrival,International,Freight,54097
04/18/2018 03:12:41 PM,Jan 2009,Departure,Domestic,Freight,28389
04/18/2018 03:12:41 PM,Apr 2011,Departure,International,Freight,38672
06/24/2019 01:17:06 PM,May 2019,Arrival,Domestic,Freight,29978
04/18/2018 03:12:41 PM,Apr 2016,Departure,Domestic,Mail,2301
04/08/2020 09:58:08 AM,Feb 2020,Arrival,International,Mail,855
04/18/2018 03:12:41 PM,Mar 2006,Departure,Domestic,Freight,44584
04/18/2018 03:12:41 PM,Nov 2006,Departure,Domestic,Mail,2001
06/29/2020 07:20:39 AM,Apr 2020,Arrival,Domestic,Freight,28969
04/18/2018 03:12:41 PM,Jul 2011,Arrival,Domestic,Freight,28133
04/18/2018 03:12:41 PM,Sep 2006,Departure,International,Mail,2559
04/18/2018 03:12:41 PM,Sep 2012,Departure,International,Mail,1949
04/18/2018 03:12:41 PM,Feb 2012,Arrival,International,Freight,45230
04/18/2018 03:12:41 PM,Jan 2007,Departure,Domestic,Freight,38566
07/10/2020 06:01:26 AM,May 2020,Departure,International,Freight,45852
03/03/2021 10:48:12 AM,Jan 2021,Departure,Domestic,Freight,39285
04/18/2018 03:12:41 PM,Jun 2010,Arrival,Domestic,Mail,1164
04/18/2018 03:12:41 PM,Sep 2010,Departure,Domestic,Mail,2340
04/18/2018 03:12:41 PM,Nov 2007,Arrival,International,Mail,934
04/18/2018 03:12:41 PM,May 2008,Departure,International,Mail,1180
04/18/2018 03:12:41 PM,Jul 2013,Departure,International,Freight,43459
10/27/2020 08:53:01 AM,Aug 2020,Arrival,Domestic,Freight,39597
04/29/2019 01:10:30 PM,Sep 2017,Arrival,International,Freight,72960
01/30/2019 07:34:09 AM,Dec 2018,Departure,International,Mail,1246
04/18/2018 03:12:41 PM,Mar 2016,Departure,International,Freight,50913
04/18/2018 03:12:41 PM,Jun 2014,Departure,International,Mail,1181
01/10/2021 06:01:37 AM,Jul 2020,Departure,International,Mail,332
04/18/2018 03:12:41 PM,Mar 2018,Arrival,Domestic,Mail,2828
04/18/2018 03:12:41 PM,Jan 2006,Departure,Domestic,Freight,36702
04/18/2018 03:12:41 PM,Jan 2017,Departure,Domestic,Freight,32514
04/18/2018 03:12:41 PM,May 2016,Departure,International,Mail,1017
04/18/2018 03:12:41 PM,Mar 2008,Arrival,International,Freight,51958
07/16/2018 02:36:06 PM,Jun 2018,Arrival,International,Mail,1413
04/18/2018 03:12:41 PM,Feb 2008,Departure,International,Freight,32161
04/18/2018 03:12:41 PM,May 2015,Departure,International,Mail,1442
04/18/2018 03:12:41 PM,Jun 2017,Departure,International,Freight,53675
04/18/2018 03:12:41 PM,Mar 2006,Departure,International,Mail,1053
04/18/2018 03:12:41 PM,Feb 2006,Departure,International,Freight,31394
04/18/2018 03:12:41 PM,Mar 2011,Arrival,Domestic,Mail,1753
04/18/2018 03:12:41 PM,Jul 2012,Arrival,International,Freight,47855
04/18/2018 03:12:41 PM,Sep 2016,Arrival,International,Freight,67296
04/10/2019 06:01:25 AM,Mar 2019,Arrival,Domestic,Mail,3649
04/29/2019 01:10:30 PM,Sep 2017,Departure,International,Freight,46819
04/18/2018 03:12:41 PM,Dec 2009,Arrival,International,Mail,1064
04/18/2018 03:12:41 PM,Jun 2007,Arrival,International,Freight,52102
04/18/2018 03:12:41 PM,May 2007,Departure,Domestic,Mail,1649
02/02/2021 08:17:02 AM,Nov 2020,Departure,Domestic,Freight,38021
02/02/2021 08:17:02 AM,Dec 2020,Arrival,International,Freight,85694
04/18/2018 03:12:41 PM,Jul 2007,Arrival,International,Mail,706
04/18/2018 03:12:41 PM,Aug 2015,Arrival,Domestic,Freight,29341
04/18/2018 03:12:41 PM,Jun 2006,Arrival,Domestic,Mail,2078
04/18/2018 03:12:41 PM,May 2011,Departure,International,Freight,41927
04/18/2018 03:12:41 PM,Dec 2006,Departure,International,Mail,1565
04/18/2018 03:12:41 PM,Mar 2011,Departure,International,Mail,2135
04/18/2018 03:12:41 PM,Dec 2013,Arrival,International,Freight,46996
04/18/2018 03:12:41 PM,Apr 2017,Departure,International,Mail,1003
04/18/2018 03:12:41 PM,Nov 2009,Arrival,Domestic,Mail,1435
10/27/2020 08:53:01 AM,Sep 2020,Departure,International,Mail,454
04/18/2018 03:12:41 PM,Aug 2008,Departure,International,Mail,1230
01/10/2021 06:01:37 AM,Jul 2020,Arrival,International,Mail,1071
06/29/2020 07:20:39 AM,May 2020,Arrival,International,Mail,1273
04/18/2018 03:12:41 PM,Dec 2014,Arrival,International,Mail,1135
12/07/2020 01:58:36 PM,Oct 2020,Departure,Domestic,Mail,5636
04/18/2018 03:12:41 PM,Jan 2015,Arrival,International,Freight,54420
04/18/2018 03:12:41 PM,May 2008,Arrival,International,Freight,48942
04/18/2018 03:12:41 PM,Dec 2014,Departure,International,Freight,41804
04/18/2018 03:12:41 PM,Feb 2010,Arrival,Domestic,Mail,1224
04/18/2018 03:12:41 PM,Jul 2015,Departure,International,Freight,47631
01/10/2021 06:01:37 AM,Oct 2020,Arrival,International,Freight,91841
01/02/2020 10:43:42 AM,Nov 2019,Departure,Domestic,Freight,33348
04/18/2018 03:12:41 PM,Mar 2012,Arrival,International,Mail,592
04/18/2018 03:12:41 PM,Feb 2006,Arrival,International,Freight,45767
04/29/2020 07:14:24 AM,Mar 2020,Departure,Domestic,Mail,5096
04/29/2019 01:10:30 PM,Mar 2018,Departure,International,Freight,57973
04/18/2018 03:12:41 PM,May 2009,Arrival,International,Mail,755
04/18/2018 03:12:41 PM,Dec 2013,Departure,International,Freight,39704
04/18/2018 03:12:41 PM,Oct 2017,Departure,International,Mail,1104
04/18/2018 03:12:41 PM,May 2011,Arrival,International,Mail,513
04/18/2018 03:12:41 PM,Feb 2016,Departure,Domestic,Mail,2480
04/18/2018 03:12:41 PM,Dec 2008,Departure,International,Mail,1375
04/18/2018 03:12:41 PM,Jun 2015,Departure,Domestic,Freight,34419
07/11/2018 02:24:22 PM,May 2018,Arrival,International,Mail,1591
07/18/2019 06:18:08 AM,Jun 2019,Departure,Domestic,Freight,33017
02/28/2020 08:21:30 AM,Jan 2020,Departure,Domestic,Freight,29697
04/18/2018 03:12:41 PM,Jan 2012,Arrival,Domestic,Mail,2014
04/18/2018 03:12:41 PM,Jul 2011,Departure,Domestic,Freight,29634
04/18/2018 03:12:41 PM,Jan 2017,Arrival,International,Freight,60522
04/18/2018 03:12:41 PM,Mar 2012,Departure,Domestic,Mail,2711
04/18/2018 03:12:41 PM,Oct 2008,Arrival,Domestic,Mail,1755
04/18/2018 03:12:41 PM,Jan 2009,Departure,International,Mail,986
04/18/2018 03:12:41 PM,Apr 2017,Departure,Domestic,Freight,35882
04/18/2018 03:12:41 PM,Apr 2010,Departure,International,Mail,1314
04/18/2018 03:12:41 PM,Jun 2013,Departure,International,Mail,1646
04/18/2018 03:12:41 PM,Sep 2011,Departure,International,Freight,41014
04/18/2018 03:12:41 PM,Aug 2014,Departure,International,Freight,47558
01/30/2019 07:34:09 AM,Dec 2018,Arrival,Domestic,Mail,4324
04/18/2018 03:12:41 PM,Nov 2011,Departure,International,Mail,2121
04/18/2018 03:12:41 PM,Mar 2014,Departure,International,Mail,1149
04/18/2018 03:12:41 PM,Mar 2009,Arrival,International,Freight,41191
04/18/2018 03:12:41 PM,Feb 2010,Departure,Domestic,Mail,2059
04/18/2018 03:12:41 PM,Mar 2016,Arrival,International,Mail,1366
04/18/2018 03:12:41 PM,Jul 2008,Arrival,International,Freight,51909
09/26/2018 09:27:08 AM,Aug 2018,Departure,International,Mail,969
11/26/2019 01:26:41 PM,Oct 2019,Arrival,Domestic,Freight,29794
04/18/2018 03:12:41 PM,Jul 2006,Departure,International,Mail,990
04/18/2018 03:12:41 PM,Oct 2010,Departure,International,Mail,1918
04/29/2019 01:10:30 PM,May 2018,Arrival,International,Freight,79545
04/18/2018 03:12:41 PM,Jul 2010,Departure,International,Freight,37394
04/18/2018 03:12:41 PM,Feb 2009,Arrival,International,Mail,687
04/18/2018 03:12:41 PM,Jan 2008,Arrival,Domestic,Freight,31711
04/18/2018 03:12:41 PM,Dec 2015,Departure,International,Freight,42391
04/18/2018 03:12:41 PM,Nov 2016,Departure,International,Freight,45862
04/18/2018 03:12:41 PM,Aug 2009,Departure,International,Mail,937
04/18/2018 03:12:41 PM,Dec 2006,Arrival,International,Freight,56553
04/08/2020 09:58:08 AM,Feb 2020,Departure,International,Mail,708
04/18/2018 03:12:41 PM,Aug 2014,Departure,Domestic,Mail,2076
04/18/2018 03:12:41 PM,Oct 2012,Departure,Domestic,Mail,2782
04/29/2019 01:10:30 PM,Feb 2019,Arrival,International,Freight,48953
04/18/2018 03:12:41 PM,Jun 2008,Arrival,Domestic,Mail,1736
04/18/2018 03:12:41 PM,May 2010,Departure,International,Freight,36738
04/18/2018 03:12:41 PM,Oct 2009,Departure,Domestic,Mail,3758
01/10/2021 06:01:37 AM,Jul 2020,Arrival,Domestic,Freight,38586
04/18/2018 03:12:41 PM,Oct 2012,Departure,International,Mail,2091
04/29/2019 01:10:30 PM,Oct 2017,Departure,International,Freight,50056
04/18/2018 03:12:41 PM,Apr 2013,Arrival,International,Freight,49766
04/18/2018 03:12:41 PM,Oct 2008,Arrival,International,Freight,50874
04/18/2018 03:12:41 PM,Apr 2008,Departure,Domestic,Freight,34579
04/18/2018 03:12:41 PM,Dec 2008,Arrival,International,Freight,33879
04/18/2018 03:12:41 PM,May 2006,Departure,International,Mail,954
04/18/2018 03:12:41 PM,Apr 2011,Departure,Domestic,Freight,29879
04/18/2018 03:12:41 PM,Jan 2009,Departure,Domestic,Mail,2154
04/18/2018 03:12:41 PM,May 2007,Departure,Domestic,Freight,40136
04/18/2018 03:12:41 PM,Dec 2010,Arrival,Domestic,Mail,2069
04/18/2018 03:12:41 PM,Aug 2008,Arrival,International,Freight,49408
04/18/2018 03:12:41 PM,Jul 2010,Arrival,International,Freight,60309
04/18/2018 03:12:41 PM,Mar 2016,Departure,Domestic,Freight,38875
11/25/2018 11:40:39 AM,Oct 2018,Arrival,Domestic,Mail,2500
04/18/2018 03:12:41 PM,Aug 2008,Departure,Domestic,Freight,31244
04/18/2018 03:12:41 PM,Jan 2012,Departure,Domestic,Freight,29735
04/18/2018 03:12:41 PM,Feb 2011,Arrival,International,Freight,37030
04/18/2018 03:12:41 PM,Feb 2015,Departure,International,Freight,41669
04/29/2019 01:10:30 PM,Mar 2019,Departure,International,Freight,54239
04/18/2018 03:12:41 PM,Dec 2008,Arrival,Domestic,Freight,27395
04/18/2018 03:12:41 PM,Dec 2017,Departure,Domestic,Mail,6755
04/01/2021 09:37:48 AM,Feb 2021,Departure,International,Freight,53783
04/18/2018 03:12:41 PM,Aug 2008,Arrival,International,Mail,640
04/18/2018 03:12:41 PM,Aug 2012,Departure,International,Mail,1991
04/18/2018 03:12:41 PM,Aug 2011,Arrival,Domestic,Freight,29277
04/18/2018 03:12:41 PM,Sep 2013,Departure,Domestic,Freight,31506
04/18/2018 03:12:41 PM,Jul 2015,Arrival,International,Freight,56583
02/02/2021 08:17:02 AM,Nov 2020,Arrival,Domestic,Mail,3361
04/18/2018 03:12:41 PM,Apr 2010,Arrival,International,Freight,61520
04/18/2018 03:12:41 PM,Apr 2008,Departure,Domestic,Mail,2390
04/18/2018 03:12:41 PM,Jan 2015,Arrival,Domestic,Mail,2505
04/18/2018 03:12:41 PM,Sep 2007,Departure,Domestic,Freight,35253
04/18/2018 03:12:41 PM,Mar 2009,Departure,Domestic,Freight,30555
08/03/2020 07:35:04 AM,Jun 2020,Departure,International,Mail,630
08/03/2020 07:35:04 AM,Jun 2020,Arrival,Domestic,Mail,3911
04/18/2018 03:12:41 PM,Mar 2007,Arrival,International,Freight,55684
04/18/2018 03:12:41 PM,Dec 2015,Arrival,International,Mail,1633
04/18/2018 03:12:41 PM,May 2009,Arrival,Domestic,Mail,1097
04/18/2018 03:12:41 PM,Sep 2006,Departure,Domestic,Mail,1870
04/18/2018 03:12:41 PM,Feb 2011,Departure,International,Mail,1772
04/18/2018 03:12:41 PM,May 2017,Arrival,International,Freight,75062
04/18/2018 03:12:41 PM,May 2011,Departure,Domestic,Mail,2523
04/18/2018 03:12:41 PM,Sep 2011,Arrival,Domestic,Mail,1687
04/18/2018 03:12:41 PM,Apr 2013,Arrival,International,Mail,688
04/18/2018 03:12:41 PM,Jan 2013,Arrival,Domestic,Mail,1230
04/18/2018 03:12:41 PM,Sep 2009,Departure,International,Mail,869
04/18/2018 03:12:41 PM,Apr 2008,Departure,International,Freight,35880
04/18/2018 03:12:41 PM,Jan 2006,Departure,International,Freight,31748
04/18/2018 03:12:41 PM,Mar 2009,Arrival,International,Mail,686
04/29/2019 01:10:30 PM,Jan 2019,Arrival,International,Freight,61347
04/18/2018 03:12:41 PM,Jun 2010,Arrival,International,Freight,59813
04/18/2018 03:12:41 PM,Oct 2016,Arrival,International,Mail,1319
04/18/2018 03:12:41 PM,Jun 2014,Departure,Domestic,Mail,1798
03/01/2019 11:09:59 AM,Jan 2019,Arrival,Domestic,Freight,31926
04/18/2018 03:12:41 PM,Feb 2006,Arrival,International,Mail,564
04/18/2018 03:12:41 PM,Aug 2016,Arrival,Domestic,Mail,2543
04/18/2018 03:12:41 PM,Dec 2012,Arrival,Domestic,Mail,1196
04/18/2018 03:12:41 PM,Sep 2011,Departure,Domestic,Mail,2165
04/18/2018 03:12:41 PM,Dec 2012,Departure,International,Mail,2022
04/18/2018 03:12:41 PM,Jun 2016,Arrival,Domestic,Freight,30400
04/18/2018 03:12:41 PM,Nov 2014,Departure,Domestic,Mail,2542
04/18/2018 03:12:41 PM,Dec 2009,Departure,Domestic,Mail,3284
04/18/2018 03:12:41 PM,Aug 2012,Departure,International,Freight,44902
04/18/2018 03:12:41 PM,Jul 2008,Departure,International,Mail,1122
04/18/2018 03:12:41 PM,Apr 2014,Arrival,International,Mail,788
04/18/2018 03:12:41 PM,Dec 2007,Arrival,International,Mail,1060
04/18/2018 03:12:41 PM,Jun 2012,Arrival,International,Mail,561
12/07/2020 01:58:36 PM,Oct 2020,Arrival,Domestic,Freight,39198
09/26/2018 09:27:08 AM,Jul 2018,Departure,International,Mail,912
04/18/2018 03:12:41 PM,Jul 2017,Arrival,Domestic,Freight,30519
04/18/2018 03:12:41 PM,Nov 2016,Arrival,Domestic,Freight,33159
04/18/2018 03:12:41 PM,Jun 2009,Arrival,Domestic,Freight,25939
04/18/2018 03:12:41 PM,Mar 2008,Departure,International,Freight,37915
04/18/2018 03:12:41 PM,Aug 2016,Arrival,International,Freight,64781
04/18/2018 03:12:41 PM,Jun 2017,Arrival,Domestic,Mail,2765
04/18/2018 03:12:41 PM,Dec 2011,Arrival,International,Mail,817
04/18/2018 03:12:41 PM,May 2012,Arrival,Domestic,Freight,33063
07/12/2018 02:24:30 PM,Jun 2018,Departure,Domestic,Mail,3230
04/18/2018 03:12:41 PM,Sep 2006,Arrival,International,Mail,557
11/26/2019 01:26:41 PM,Oct 2019,Arrival,Domestic,Mail,3917
04/18/2018 03:12:41 PM,Jul 2009,Departure,International,Freight,33768
04/18/2018 03:12:41 PM,Jan 2008,Arrival,International,Mail,1462
04/18/2018 03:12:41 PM,Jul 2010,Arrival,Domestic,Mail,1103
10/27/2020 08:53:01 AM,Aug 2020,Departure,Domestic,Mail,5634
04/18/2018 03:12:41 PM,Aug 2012,Arrival,International,Mail,927
