DataExtractDate,ReportPeriod,Arrival_Departure,Domestic_International,CargoType,AirCargoTons
04/18/2018 03:12:41 PM,Apr 2010,Arrival,International,Mail,524
04/18/2018 03:12:41 PM,Sep 2009,Arrival,Domestic,Mail,1242
04/18/2018 03:12:41 PM,May 2014,Departure,Domestic,Mail,2207
04/18/2018 03:12:41 PM,Apr 2009,Departure,Domestic,Freight,29598
04/18/2018 03:12:41 PM,Oct 2015,Arrival,International,Mail,1483
04/18/2018 03:12:41 PM,Jun 2006,Arrival,International,Freight,53983
04/18/2018 03:12:41 PM,Jun 2014,Arrival,Domestic,Freight,29851
04/18/2018 03:12:41 PM,Jul 2010,Arrival,Domestic,Freight,30959
04/18/2018 03:12:41 PM,Dec 2013,Arrival,International,Mail,1079
01/02/2020 10:43:42 AM,Nov 2019,Arrival,Domestic,Freight,29237
04/18/2018 03:12:41 PM,Jan 2018,Departure,Domestic,Mail,3886
04/18/2018 03:12:41 PM,Sep 2008,Departure,International,Mail,900
06/29/2020 07:20:39 AM,May 2020,Departure,Domestic,Freight,33622
04/18/2018 03:12:41 PM,Jul 2006,Departure,International,Freight,35693
04/18/2018 03:12:41 PM,Nov 2011,Departure,Domestic,Mail,2357
03/01/2019 11:09:59 AM,Jan 2019,Arrival,International,Mail,1359
04/18/2018 03:12:41 PM,May 2016,Arrival,International,Freight,61988
04/18/2018 03:12:41 PM,Jan 2010,Departure,Domestic,Freight,29574
04/18/2018 03:12:41 PM,Jan 2014,Arrival,International,Freight,43299
04/18/2018 03:12:41 PM,Jul 2008,Departure,International,Freight,36329
06/29/2020 07:20:39 AM,May 2020,Arrival,Domestic,Mail,3793
11/10/2019 06:01:31 AM,Sep 2019,Arrival,Domestic,Freight,27313
04/18/2018 03:12:41 PM,Sep 2017,Departure,International,Mail,983
04/18/2018 03:12:41 PM,Jan 2017,Departure,Domestic,Mail,3133
04/18/2018 03:12:41 PM,Jul 2006,Arrival,International,Mail,479
04/18/2018 03:12:41 PM,Jul 2008,Departure,Domestic,Freight,32010
04/18/2018 03:12:41 PM,Jul 2017,Departure,Domestic,Freight,34142
04/18/2018 03:12:41 PM,Sep 2013,Arrival,International,Freight,50327
04/18/2018 03:12:41 PM,Sep 2013,Arrival,Domestic,Mail,1816
04/18/2018 03:12:41 PM,Oct 2016,Arrival,International,Freight,76266
04/18/2018 03:12:41 PM,Sep 2007,Departure,International,Mail,1149
04/18/2018 03:12:41 PM,Dec 2017,Arrival,Domestic,Mail,4485
04/18/2018 03:12:41 PM,May 2015,Arrival,International,Mail,866
04/18/2018 03:12:41 PM,Jan 2007,Arrival,Domestic,Mail,1906
04/18/2018 03:12:41 PM,Apr 2015,Arrival,Domestic,Freight,28652
04/18/2018 03:12:41 PM,Aug 2011,Arrival,Domestic,Mail,1389
04/18/2018 03:12:41 PM,Jun 2012,Departure,Domestic,Mail,2928
04/18/2018 03:12:41 PM,Jul 2015,Departure,International,Mail,1127
04/29/2019 01:10:30 PM,Mar 2019,Arrival,International,Mail,1465
04/18/2018 03:12:41 PM,Jul 2015,Departure,Domestic,Freight,35797
06/01/2020 07:57:59 AM,Apr 2020,Departure,International,Mail,791
04/18/2018 03:12:41 PM,Jan 2018,Arrival,International,Mail,1849
04/18/2018 03:12:41 PM,Sep 2012,Arrival,International,Mail,592
04/18/2018 03:12:41 PM,Jul 2014,Arrival,International,Freight,55234
04/18/2018 03:12:41 PM,Jan 2017,Arrival,Domestic,Freight,29086
04/18/2018 03:12:41 PM,Mar 2007,Arrival,Domestic,Freight,42067
09/27/2019 07:57:24 AM,Aug 2019,Arrival,Domestic,Mail,3812
04/18/2018 03:12:41 PM,Aug 2007,Departure,Domestic,Mail,1389
04/18/2018 03:12:41 PM,Apr 2009,Departure,International,Freight,27802
02/28/2020 08:21:30 AM,Jan 2020,Arrival,International,Freight,63828
04/18/2018 03:12:41 PM,Jan 2006,Arrival,Domestic,Mail,3209
04/18/2018 03:12:41 PM,Nov 2016,Departure,Domestic,Freight,36564
04/18/2018 03:12:41 PM,Aug 2016,Departure,International,Freight,46930
04/18/2018 03:12:41 PM,May 2009,Arrival,International,Freight,40720
04/29/2020 07:14:24 AM,Mar 2020,Arrival,International,Freight,67748
04/18/2018 03:12:41 PM,Dec 2015,Departure,Domestic,Freight,39971
04/18/2018 03:12:41 PM,Oct 2016,Departure,International,Mail,1040
04/18/2018 03:12:41 PM,Dec 2016,Departure,International,Freight,47441
04/18/2018 03:12:41 PM,Feb 2013,Departure,Domestic,Mail,1431
06/01/2020 07:57:59 AM,Apr 2020,Arrival,Domestic,Mail,4571
11/10/2019 06:01:31 AM,Sep 2019,Arrival,Domestic,Mail,3351
04/18/2018 03:12:41 PM,Jun 2011,Departure,Domestic,Mail,2388
04/18/2018 03:12:41 PM,Jan 2016,Departure,Domestic,Mail,2943
04/18/2018 03:12:41 PM,Nov 2006,Departure,International,Freight,33557
04/18/2018 03:12:41 PM,Mar 2011,Departure,Domestic,Mail,2678
12/26/2018 06:52:40 AM,Nov 2018,Arrival,International,Mail,2104
04/18/2018 03:12:41 PM,Apr 2017,Departure,International,Freight,45850
04/18/2018 03:12:41 PM,Aug 2017,Arrival,International,Mail,1580
04/18/2018 03:12:41 PM,Sep 2009,Departure,Domestic,Mail,1814
04/18/2018 03:12:41 PM,Aug 2006,Arrival,International,Freight,57072
04/18/2018 03:12:41 PM,May 2009,Departure,Domestic,Mail,1711
04/18/2018 03:12:41 PM,Jan 2015,Departure,International,Freight,45791
07/16/2018 02:36:06 PM,Jun 2018,Arrival,Domestic,Freight,28414
04/18/2018 03:12:41 PM,Oct 2016,Arrival,Domestic,Freight,34499
04/18/2018 03:12:41 PM,Sep 2017,Arrival,International,Mail,1589
04/18/2018 03:12:41 PM,Feb 2011,Arrival,International,Mail,492
04/18/2018 03:12:41 PM,Dec 2013,Arrival,Domestic,Freight,31540
08/03/2020 07:35:04 AM,Jun 2020,Arrival,Domestic,Freight,37729
04/18/2018 03:12:41 PM,Jan 2012,Arrival,Domestic,Freight,27060
04/18/2018 03:12:41 PM,Feb 2011,Departure,Domestic,Freight,28786
04/18/2018 03:12:41 PM,May 2009,Departure,International,Mail,949
07/10/2020 06:01:26 AM,May 2020,Arrival,International,Freight,83806
04/18/2018 03:12:41 PM,Dec 2011,Departure,Domestic,Mail,3422
04/18/2018 03:12:41 PM,Jan 2008,Arrival,International,Freight,46107
04/18/2018 03:12:41 PM,Sep 2009,Arrival,International,Freight,49242
04/18/2018 03:12:41 PM,Jan 2009,Arrival,Domestic,Mail,1645
09/27/2019 07:57:24 AM,Aug 2019,Departure,Domestic,Mail,5076
04/18/2018 03:12:41 PM,Oct 2006,Departure,International,Freight,37607
06/24/2019 01:17:06 PM,May 2019,Departure,International,Mail,1706
04/18/2018 03:12:41 PM,Aug 2006,Departure,Domestic,Freight,40147
04/18/2018 03:12:41 PM,Mar 2012,Arrival,Domestic,Freight,34680
04/18/2018 03:12:41 PM,Jan 2006,Arrival,International,Mail,548
04/18/2018 03:12:41 PM,Jan 2010,Departure,Domestic,Mail,2623
09/27/2019 07:57:24 AM,Aug 2019,Departure,International,Freight,50628
04/18/2018 03:12:41 PM,Mar 2015,Arrival,International,Freight,67283
04/18/2018 03:12:41 PM,Aug 2010,Departure,International,Freight,37311
04/18/2018 03:12:41 PM,Jul 2013,Departure,International,Mail,1547
04/18/2018 03:12:41 PM,May 2008,Departure,International,Freight,38660
04/18/2018 03:12:41 PM,Dec 2013,Departure,Domestic,Freight,36529
04/18/2018 03:12:41 PM,Mar 2011,Arrival,International,Freight,54594
04/18/2018 03:12:41 PM,Mar 2011,Departure,International,Freight,37436
04/18/2018 03:12:41 PM,Feb 2008,Departure,Domestic,Mail,2330
04/18/2018 03:12:41 PM,Sep 2013,Departure,International,Mail,3384
02/28/2020 08:21:30 AM,Dec 2019,Arrival,International,Freight,71979
04/18/2018 03:12:41 PM,Jun 2011,Arrival,Domestic,Mail,1456
04/18/2018 03:12:41 PM,Jan 2015,Departure,Domestic,Freight,33249
04/18/2018 03:12:41 PM,Jan 2016,Arrival,Domestic,Mail,2613
04/18/2018 03:12:41 PM,Jul 2007,Departure,Domestic,Mail,1425
09/26/2018 09:27:08 AM,Aug 2018,Departure,Domestic,Mail,3285
04/18/2018 03:12:41 PM,Jan 2008,Departure,Domestic,Mail,2537
04/18/2018 03:12:41 PM,Sep 2008,Departure,International,Freight,31410
04/18/2018 03:12:41 PM,Mar 2016,Arrival,International,Freight,59366
04/18/2018 03:12:41 PM,May 2013,Departure,Domestic,Freight,35943
04/18/2018 03:12:41 PM,Mar 2010,Arrival,International,Mail,665
04/18/2018 03:12:41 PM,Aug 2007,Departure,International,Mail,1115
08/23/2019 03:41:00 PM,Jul 2019,Departure,Domestic,Freight,34233
04/18/2018 03:12:41 PM,Mar 2006,Arrival,International,Mail,671
03/01/2019 11:09:59 AM,Jan 2019,Departure,International,Mail,899
04/18/2018 03:12:41 PM,Jan 2016,Departure,International,Freight,39561
02/02/2021 08:17:02 AM,Nov 2020,Arrival,International,Mail,1335
04/18/2018 03:12:41 PM,Nov 2009,Departure,Domestic,Freight,31890
04/18/2018 03:12:41 PM,Nov 2013,Departure,Domestic,Freight,34119
03/14/2019 06:45:08 AM,Feb 2019,Departure,International,Mail,738
04/18/2018 03:12:41 PM,Dec 2006,Arrival,Domestic,Mail,2042
04/18/2018 03:12:41 PM,Oct 2012,Arrival,International,Freight,56285
04/18/2018 03:12:41 PM,Dec 2015,Arrival,Domestic,Mail,4370
04/18/2018 03:12:41 PM,Oct 2012,Arrival,International,Mail,682
04/18/2018 03:12:41 PM,Oct 2016,Departure,Domestic,Mail,2929
04/18/2018 03:12:41 PM,Jul 2012,Arrival,Domestic,Mail,1863
04/18/2018 03:12:41 PM,Apr 2006,Departure,International,Mail,1472
04/18/2018 03:12:41 PM,Jan 2011,Arrival,Domestic,Mail,1818
04/18/2018 03:12:41 PM,Nov 2007,Arrival,Domestic,Freight,36853
04/18/2018 03:12:41 PM,Jul 2010,Departure,Domestic,Mail,2671
04/18/2018 03:12:41 PM,Jun 2017,Arrival,International,Freight,74550
04/18/2018 03:12:41 PM,Sep 2009,Arrival,Domestic,Freight,29449
04/18/2018 03:12:41 PM,Apr 2006,Arrival,International,Freight,56500
04/18/2018 03:12:41 PM,May 2009,Arrival,Domestic,Freight,26900
04/18/2018 03:12:41 PM,Feb 2012,Arrival,Domestic,Freight,28181
04/18/2018 03:12:41 PM,Sep 2010,Arrival,Domestic,Freight,30399
04/18/2018 03:12:41 PM,Jan 2008,Departure,International,Mail,1122
03/14/2019 06:45:08 AM,Feb 2019,Departure,Domestic,Freight,34379
04/18/2018 03:12:41 PM,Nov 2009,Arrival,International,Freight,60816
04/18/2018 03:12:41 PM,Jul 2012,Departure,Domestic,Freight,31102
04/18/2018 03:12:41 PM,Jun 2013,Arrival,Domestic,Freight,28802
04/18/2018 03:12:41 PM,Mar 2015,Arrival,Domestic,Mail,2521
04/29/2020 07:14:24 AM,Mar 2020,Departure,Domestic,Freight,31085
04/18/2018 03:12:41 PM,Sep 2015,Arrival,Domestic,Mail,2505
04/18/2018 03:12:41 PM,Aug 2013,Arrival,International,Freight,50478
04/18/2018 03:12:41 PM,Apr 2017,Arrival,International,Mail,1610
04/18/2018 03:12:41 PM,Jan 2010,Arrival,International,Mail,748
04/18/2018 03:12:41 PM,Nov 2012,Arrival,Domestic,Freight,33455
03/01/2019 11:09:59 AM,Jan 2019,Departure,International,Freight,41629
04/18/2018 03:12:41 PM,Nov 2010,Arrival,Domestic,Mail,1497
04/18/2018 03:12:41 PM,Sep 2014,Arrival,Domestic,Freight,28251
04/18/2018 03:12:41 PM,Jul 2011,Departure,International,Freight,41794
04/18/2018 03:12:41 PM,Apr 2006,Departure,International,Freight,30295
04/18/2018 03:12:41 PM,Nov 2016,Departure,International,Mail,1013
04/18/2018 03:12:41 PM,Nov 2007,Arrival,Domestic,Mail,1689
04/18/2018 03:12:41 PM,Nov 2016,Arrival,Domestic,Mail,2793
09/27/2019 07:57:24 AM,Aug 2019,Arrival,International,Freight,70758
04/18/2018 03:12:41 PM,Nov 2012,Arrival,Domestic,Mail,2028
04/18/2018 03:12:41 PM,Jul 2014,Departure,International,Freight,47325
04/18/2018 03:12:41 PM,Jun 2014,Arrival,International,Freight,53687
10/27/2020 08:53:01 AM,Aug 2020,Arrival,Domestic,Mail,4127
04/18/2018 03:12:41 PM,Nov 2007,Departure,Domestic,Freight,38555
04/18/2018 03:12:41 PM,Aug 2015,Departure,International,Mail,1146
04/18/2018 03:12:41 PM,Jan 2009,Arrival,International,Freight,30958
04/18/2018 03:12:41 PM,Feb 2012,Arrival,Domestic,Mail,1788
04/18/2018 03:12:41 PM,Nov 2006,Arrival,International,Freight,56786
04/18/2018 03:12:41 PM,Apr 2007,Arrival,International,Freight,51087
04/18/2018 03:12:41 PM,Apr 2012,Departure,International,Freight,38709
04/18/2018 03:12:41 PM,Jan 2007,Departure,Domestic,Mail,1970
04/18/2018 03:12:41 PM,Dec 2012,Arrival,International,Freight,49967
10/29/2018 10:20:51 AM,Sep 2018,Departure,International,Mail,976
04/18/2018 03:12:41 PM,Apr 2009,Arrival,International,Mail,703
04/18/2018 03:12:41 PM,Aug 2012,Arrival,Domestic,Mail,2177
04/18/2018 03:12:41 PM,Feb 2013,Departure,International,Freight,35617
04/18/2018 03:12:41 PM,Aug 2016,Arrival,Domestic,Freight,33008
04/18/2018 03:12:41 PM,Oct 2009,Departure,Domestic,Freight,32888
04/18/2018 03:12:41 PM,Mar 2010,Departure,International,Freight,38680
04/18/2018 03:12:41 PM,Aug 2009,Departure,Domestic,Freight,29708
06/24/2019 01:17:06 PM,May 2019,Arrival,International,Mail,1316
04/18/2018 03:12:41 PM,Dec 2016,Departure,Domestic,Mail,6436
04/18/2018 03:12:41 PM,Aug 2010,Departure,Domestic,Mail,2332
04/18/2018 03:12:41 PM,Sep 2014,Departure,Domestic,Freight,33028
04/18/2018 03:12:41 PM,Nov 2014,Arrival,International,Freight,67328
04/18/2018 03:12:41 PM,Jun 2007,Departure,Domestic,Mail,1977
04/18/2018 03:12:41 PM,Jun 2012,Departure,International,Freight,45412
04/18/2018 03:12:41 PM,Jul 2017,Arrival,Domestic,Mail,2809
04/18/2018 03:12:41 PM,Nov 2007,Departure,International,Mail,1186
04/18/2018 03:12:41 PM,Jun 2016,Arrival,International,Mail,1267
04/18/2018 03:12:41 PM,Jan 2017,Departure,International,Freight,42361
04/18/2018 03:12:41 PM,Nov 2008,Arrival,Domestic,Mail,1543
04/18/2018 03:12:41 PM,May 2017,Arrival,International,Mail,1680
04/18/2018 03:12:41 PM,Feb 2007,Arrival,International,Freight,48596
04/18/2018 03:12:41 PM,Feb 2010,Departure,Domestic,Freight,29338
04/18/2018 03:12:41 PM,Apr 2007,Departure,International,Freight,33383
04/18/2018 03:12:41 PM,Apr 2014,Departure,Domestic,Freight,33912
10/27/2020 08:53:01 AM,Sep 2020,Arrival,Domestic,Freight,34061
04/18/2018 03:12:41 PM,Oct 2010,Arrival,International,Mail,637
01/02/2020 10:43:42 AM,Nov 2019,Arrival,International,Freight,79171
04/18/2018 03:12:41 PM,Mar 2015,Arrival,International,Mail,944
05/28/2019 06:24:45 AM,Apr 2019,Arrival,Domestic,Freight,29680
04/18/2018 03:12:41 PM,May 2013,Arrival,International,Mail,747
04/18/2018 03:12:41 PM,Feb 2014,Arrival,Domestic,Mail,1694
04/18/2018 03:12:41 PM,Mar 2013,Departure,International,Mail,4497
04/18/2018 03:12:41 PM,Jun 2015,Arrival,International,Mail,898
04/18/2018 03:12:41 PM,Nov 2010,Arrival,Domestic,Freight,30450
04/18/2018 03:12:41 PM,Jan 2010,Arrival,International,Freight,47221
04/18/2018 03:12:41 PM,Feb 2017,Arrival,Domestic,Mail,2567
04/18/2018 03:12:41 PM,Aug 2017,Arrival,Domestic,Mail,2914
04/18/2018 03:12:41 PM,Oct 2011,Arrival,Domestic,Freight,30434
01/22/2020 06:57:11 AM,Dec 2019,Departure,International,Mail,1239
04/18/2018 03:12:41 PM,Jun 2006,Departure,Domestic,Mail,2165
01/02/2020 10:43:42 AM,Nov 2019,Arrival,Domestic,Mail,3732
04/18/2018 03:12:41 PM,Feb 2008,Arrival,International,Freight,41545
04/18/2018 03:12:41 PM,May 2008,Departure,Domestic,Mail,2276
04/18/2018 03:12:41 PM,Sep 2006,Arrival,International,Freight,65728
04/18/2018 03:12:41 PM,Nov 2015,Arrival,International,Mail,1613
04/18/2018 03:12:41 PM,Aug 2016,Departure,Domestic,Freight,36351
04/18/2018 03:12:41 PM,Sep 2008,Arrival,Domestic,Mail,1531
04/18/2018 03:12:41 PM,Oct 2011,Arrival,International,Mail,577
04/18/2018 03:12:41 PM,Jan 2013,Arrival,Domestic,Freight,31180
04/18/2018 03:12:41 PM,Oct 2009,Arrival,Domestic,Mail,1501
04/18/2018 03:12:41 PM,Sep 2013,Arrival,International,Mail,749
04/18/2018 03:12:41 PM,May 2012,Departure,Domestic,Mail,2589
04/18/2018 03:12:41 PM,Dec 2016,Arrival,International,Mail,1936
04/18/2018 03:12:41 PM,Jan 2009,Departure,International,Freight,23569
04/18/2018 03:12:41 PM,Nov 2015,Departure,Domestic,Mail,2395
04/18/2018 03:12:41 PM,Sep 2012,Arrival,Domestic,Mail,1990
08/26/2019 02:40:52 PM,Jul 2019,Departure,International,Mail,739
04/18/2018 03:12:41 PM,Jan 2009,Arrival,Domestic,Freight,24831
09/26/2018 09:27:08 AM,Aug 2018,Arrival,Domestic,Mail,2581
08/24/2018 11:01:04 AM,Jul 2018,Departure,International,Freight,55138
04/18/2018 03:12:41 PM,Jan 2011,Arrival,Domestic,Freight,28176
04/18/2018 03:12:41 PM,Apr 2008,Departure,International,Mail,1121
04/18/2018 03:12:41 PM,Feb 2018,Departure,International,Mail,917
04/18/2018 03:12:41 PM,Sep 2008,Arrival,International,Freight,48853
04/18/2018 03:12:41 PM,Aug 2007,Arrival,International,Freight,56310
04/18/2018 03:12:41 PM,Aug 2009,Arrival,Domestic,Mail,1170
04/18/2018 03:12:41 PM,Jul 2017,Departure,Domestic,Mail,3174
04/18/2018 03:12:41 PM,Apr 2012,Arrival,International,Freight,51781
04/18/2018 03:12:41 PM,Nov 2007,Departure,Domestic,Mail,2571
04/18/2018 03:12:41 PM,Sep 2010,Arrival,International,Freight,52108
04/18/2018 03:12:41 PM,Nov 2015,Departure,International,Mail,1375
04/18/2018 03:12:41 PM,Nov 2009,Departure,Domestic,Mail,2484
03/14/2019 06:45:08 AM,Feb 2019,Arrival,International,Mail,1150
04/18/2018 03:12:41 PM,Sep 2012,Arrival,Domestic,Freight,29022
04/18/2018 03:12:41 PM,Jun 2016,Departure,Domestic,Mail,2713
08/10/2018 06:01:24 AM,Jun 2018,Departure,International,Mail,1023
04/18/2018 03:12:41 PM,Jul 2014,Departure,International,Mail,1194
04/18/2018 03:12:41 PM,Dec 2011,Arrival,International,Freight,47398
04/18/2018 03:12:41 PM,Feb 2017,Departure,Domestic,Freight,33705
04/18/2018 03:12:41 PM,Jan 2010,Arrival,Domestic,Mail,1591
04/18/2018 03:12:41 PM,May 2015,Departure,Domestic,Freight,34953
03/01/2019 11:09:59 AM,Jan 2019,Departure,Domestic,Freight,38335
04/18/2018 03:12:41 PM,Mar 2018,Arrival,Domestic,Freight,28371
04/29/2020 07:14:24 AM,Mar 2020,Departure,International,Freight,47560
04/18/2018 03:12:41 PM,Jun 2014,Arrival,Domestic,Mail,1511
04/18/2018 03:12:41 PM,May 2012,Arrival,Domestic,Mail,2003
04/18/2018 03:12:41 PM,Feb 2016,Departure,Domestic,Freight,33628
04/18/2018 03:12:41 PM,Jul 2013,Departure,Domestic,Freight,34194
04/18/2018 03:12:41 PM,Mar 2012,Departure,International,Mail,2348
04/18/2018 03:12:41 PM,Nov 2014,Departure,International,Freight,42120
04/18/2018 03:12:41 PM,Aug 2007,Arrival,Domestic,Freight,36383
04/18/2018 03:12:41 PM,Dec 2011,Departure,Domestic,Freight,35564
08/03/2020 07:35:04 AM,Jun 2020,Departure,Domestic,Mail,4787
04/18/2018 03:12:41 PM,May 2014,Departure,International,Mail,1481
04/18/2018 03:12:41 PM,Jun 2009,Departure,International,Mail,1013
04/18/2018 03:12:41 PM,Dec 2017,Arrival,Domestic,Freight,37107
04/18/2018 03:12:41 PM,Nov 2012,Departure,International,Freight,36414
04/18/2018 03:12:41 PM,May 2012,Arrival,International,Mail,588
04/18/2018 03:12:41 PM,Jul 2012,Arrival,International,Mail,756
11/10/2019 06:01:31 AM,Sep 2019,Departure,Domestic,Freight,29797
04/29/2019 01:10:30 PM,Aug 2018,Departure,International,Freight,59060
04/18/2018 03:12:41 PM,Jun 2008,Departure,Domestic,Freight,31970
04/18/2018 03:12:41 PM,May 2016,Departure,Domestic,Mail,2615
04/18/2018 03:12:41 PM,Dec 2012,Arrival,Domestic,Freight,34995
04/18/2018 03:12:41 PM,Sep 2011,Departure,International,Mail,2123
04/18/2018 03:12:41 PM,May 2012,Departure,Domestic,Freight,36929
04/18/2018 03:12:41 PM,Jul 2010,Departure,Domestic,Freight,31251
04/18/2018 03:12:41 PM,Oct 2011,Departure,International,Mail,2117
09/27/2019 07:57:24 AM,Aug 2019,Departure,International,Mail,798
04/29/2019 01:10:30 PM,Mar 2018,Arrival,International,Freight,71779
04/18/2018 03:12:41 PM,Mar 2017,Arrival,Domestic,Freight,33310
04/29/2019 01:10:30 PM,Dec 2017,Arrival,International,Freight,71182
03/01/2019 11:09:59 AM,Jan 2019,Departure,Domestic,Mail,3557
04/18/2018 03:12:41 PM,Dec 2006,Departure,Domestic,Freight,42958
04/18/2018 03:12:41 PM,Aug 2009,Departure,Domestic,Mail,1827
04/18/2018 03:12:41 PM,Oct 2012,Arrival,Domestic,Freight,29856
04/18/2018 03:12:41 PM,Mar 2012,Departure,International,Freight,43686
04/18/2018 03:12:41 PM,Jun 2017,Arrival,Domestic,Freight,33388
06/24/2019 01:17:06 PM,May 2019,Departure,International,Freight,49662
04/18/2018 03:12:41 PM,Mar 2015,Departure,Domestic,Freight,35875
04/18/2018 03:12:41 PM,Nov 2015,Arrival,Domestic,Freight,29778
04/18/2018 03:12:41 PM,Jun 2012,Arrival,Domestic,Freight,29260
04/18/2018 03:12:41 PM,Oct 2015,Departure,International,Freight,47801
04/18/2018 03:12:41 PM,Jan 2007,Departure,International,Mail,1816
04/18/2018 03:12:41 PM,May 2016,Arrival,International,Mail,1072
04/18/2018 03:12:41 PM,Nov 2015,Departure,International,Freight,43892
04/18/2018 03:12:41 PM,Oct 2006,Arrival,International,Mail,618
03/03/2021 10:48:12 AM,Jan 2021,Departure,Domestic,Mail,4883
08/27/2020 07:15:54 AM,Jul 2020,Departure,International,Freight,49835
04/18/2018 03:12:41 PM,May 2017,Departure,Domestic,Mail,3019
01/22/2020 06:57:11 AM,Dec 2019,Departure,Domestic,Freight,35265
04/18/2018 03:12:41 PM,Sep 2006,Arrival,Domestic,Mail,1850
04/18/2018 03:12:41 PM,Jan 2007,Arrival,International,Mail,962
04/18/2018 03:12:41 PM,Feb 2008,Departure,Domestic,Freight,33847
04/18/2018 03:12:41 PM,Dec 2014,Departure,Domestic,Freight,37457
04/18/2018 03:12:41 PM,May 2014,Arrival,International,Mail,874
04/18/2018 03:12:41 PM,Apr 2012,Departure,Domestic,Freight,31880
04/18/2018 03:12:41 PM,Mar 2016,Departure,Domestic,Mail,2600
04/18/2018 03:12:41 PM,Feb 2007,Departure,International,Mail,1206
04/18/2018 03:12:41 PM,Dec 2010,Departure,International,Freight,36321
04/18/2018 03:12:41 PM,Aug 2011,Departure,Domestic,Freight,31423
04/18/2018 03:12:41 PM,Feb 2007,Arrival,Domestic,Mail,1708
01/30/2019 07:34:09 AM,Dec 2018,Departure,Domestic,Freight,41366
04/18/2018 03:12:41 PM,Nov 2008,Arrival,Domestic,Freight,27881
04/18/2018 03:12:41 PM,Aug 2011,Arrival,International,Freight,46225
04/18/2018 03:12:41 PM,Oct 2017,Arrival,Domestic,Freight,34253
04/18/2018 03:12:41 PM,Apr 2013,Arrival,Domestic,Mail,1812
04/18/2018 03:12:41 PM,Oct 2011,Departure,International,Freight,42798
04/18/2018 03:12:41 PM,Feb 2016,Arrival,Domestic,Freight,26874
04/18/2018 03:12:41 PM,Oct 2008,Departure,International,Mail,1136
04/18/2018 03:12:41 PM,Aug 2013,Arrival,International,Mail,732
04/18/2018 03:12:41 PM,Dec 2011,Departure,International,Mail,2734
04/18/2018 03:12:41 PM,Dec 2012,Departure,Domestic,Mail,1618
04/18/2018 03:12:41 PM,May 2014,Arrival,Domestic,Freight,29766
04/18/2018 03:12:41 PM,Oct 2011,Departure,Domestic,Freight,32634
04/18/2018 03:12:41 PM,Oct 2013,Arrival,Domestic,Freight,31204
04/18/2018 03:12:41 PM,Feb 2018,Arrival,Domestic,Freight,25652
04/18/2018 03:12:41 PM,Feb 2013,Departure,Domestic,Freight,31779
01/02/2020 10:43:42 AM,Nov 2019,Arrival,International,Mail,1375
04/18/2018 03:12:41 PM,Oct 2015,Arrival,Domestic,Freight,31923
04/18/2018 03:12:41 PM,Aug 2013,Departure,Domestic,Freight,33877
12/07/2020 01:58:36 PM,Oct 2020,Arrival,Domestic,Mail,4275
04/18/2018 03:12:41 PM,Jul 2007,Departure,International,Freight,38888
04/18/2018 03:12:41 PM,Apr 2017,Arrival,Domestic,Freight,30418
08/03/2020 07:35:04 AM,Jun 2020,Departure,Domestic,Freight,33860
04/18/2018 03:12:41 PM,May 2010,Departure,International,Mail,1987
04/18/2018 03:12:41 PM,Feb 2006,Departure,International,Mail,988
04/18/2018 03:12:41 PM,May 2010,Arrival,Domestic,Mail,1251
04/18/2018 03:12:41 PM,Sep 2010,Departure,International,Freight,37008
04/18/2018 03:12:41 PM,Jun 2006,Departure,International,Mail,938
04/18/2018 03:12:41 PM,Mar 2012,Departure,Domestic,Freight,35043
02/02/2021 08:17:02 AM,Dec 2020,Arrival,Domestic,Freight,42556
04/18/2018 03:12:41 PM,May 2015,Departure,Domestic,Mail,2709
04/18/2018 03:12:41 PM,Jan 2012,Departure,International,Freight,33399
11/10/2019 06:01:31 AM,Sep 2019,Arrival,International,Mail,1152
04/18/2018 03:12:41 PM,Sep 2014,Arrival,International,Freight,53341
04/18/2018 03:12:41 PM,May 2006,Departure,Domestic,Mail,2178
04/29/2019 01:10:30 PM,Mar 2019,Departure,International,Mail,809
04/18/2018 03:12:41 PM,Nov 2007,Departure,International,Freight,35103
04/18/2018 03:12:41 PM,Apr 2015,Departure,International,Freight,46417
04/18/2018 03:12:41 PM,Apr 2013,Departure,Domestic,Freight,33328
04/18/2018 03:12:41 PM,Nov 2015,Departure,Domestic,Freight,34409
04/08/2020 09:58:08 AM,Feb 2020,Arrival,Domestic,Mail,3900
04/18/2018 03:12:41 PM,Feb 2009,Arrival,International,Freight,32048
04/18/2018 03:12:41 PM,May 2006,Arrival,Domestic,Freight,35644
04/18/2018 03:12:41 PM,Dec 2010,Departure,Domestic,Mail,3646
04/18/2018 03:12:41 PM,Jun 2016,Arrival,International,Freight,63055
04/18/2018 03:12:41 PM,May 2017,Arrival,Domestic,Freight,32121
07/18/2019 06:18:08 AM,Jun 2019,Departure,Domestic,Mail,4269
04/18/2018 03:12:41 PM,Jun 2007,Departure,Domestic,Freight,39552
04/18/2018 03:12:41 PM,Jul 2014,Departure,Domestic,Mail,1876
04/18/2018 03:12:41 PM,May 2007,Departure,International,Freight,34863
04/18/2018 03:12:41 PM,Dec 2008,Departure,Domestic,Mail,2472
04/18/2018 03:12:41 PM,Jun 2008,Departure,International,Freight,38533
04/18/2018 03:12:41 PM,Jul 2017,Departure,International,Freight,56092
